記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
071,beauty,071_beauty_dry-skin.md,The humectant/occlusive table (グリセリン = 水系、ワセリン = 油系) — not checked against a cited primary source.,jr_011,,,
072,health,072_health_feeling-cold.md,"The ""女性が男性の2倍以上"" ratio for 「手足が冷える」 in the 2025 (令和7年) 国民生活基礎調査 — the survey is published, but the symptom-level figures were not retrieved.",jr_011,,,
072,health,072_health_feeling-cold.md,The ヘルスケアラボ (w-health.jp) statement that 冷え症 is not a Western-medicine diagnosis and has no clear diagnostic criteria — page not reachable; wording not confirmed.,jr_011,,,
072,health,072_health_feeling-cold.md,"Year, author and publication of the survey giving 26.6% / 55.1% — the figures are widely quoted with n=64 men / n=89 women, but the original study and its year were not identified.",jr_011,,,
073,trend,073_trend_sharpening-knives.md,"The core safety premise that a dull blade requires more force and therefore slips and causes cuts — widely repeated, but no public-body source was found stating it.",jr_011,,,
073,trend,073_trend_sharpening-knives.md,こども家庭庁 「挟む・切る・その他の事故」 at https://www.cfa.go.jp/policies/child-safety-actions/handbook/content-6 — URL not verified.,jr_011,,,
073,trend,073_trend_sharpening-knives.md,"消費者庁 Vol.612 「キッチンでの包丁などの刃物によるけがに注意！」(8 Dec 2022) — issue number, title and date not verified; search budget exhausted.",jr_011,,,
075,wisdom,075_wisdom_waste-separation.md,"That batteries, aerosols and sharp items are separated specifically to protect collection workers and vehicles — plausible and widely stated by municipalities, but no national source confirmed.",jr_011,,,
075,wisdom,075_wisdom_waste-separation.md,"Whether the FY2024 survey still counts 1,741 reporting municipalities (the general municipal count of 1,718 + 23 special wards was confirmed, but not the survey's own figure).",jr_011,,,
076,beauty,076_beauty_sensitive-skin.md,2005年医師アンケートで39.4%が「思い込み」と回答したという数値の出所。,jr_012,,,
076,beauty,076_beauty_sensitive-skin.md,「敏感肌は学術用語ではなく、医学的な定義もない」というSCCJ化粧品用語集の記述。出典URL https://www.sccj-ifscc.com/library/glossary_detail/1465 の実在と内容（検索枠を使い切ったため未確認）。,jr_012,,,
076,beauty,076_beauty_sensitive-skin.md,厚生労働省「化粧品の効能の範囲の改正について」（薬食発0721第1号）PDF URLの実在と、本記事の記述（低刺激表示・敏感肌用表示）との対応。本文は効能の範囲に直接言及していないため、出典として適切かも要検討。,jr_012,,,
076,beauty,076_beauty_sensitive-skin.md,日本皮膚科学会「皮膚科Q&A」https://www.dermatol.or.jp/qa/ が本文のどの記述を裏付けるか（トップページのみの提示で対応箇所が不明）。,jr_012,,,
076,beauty,076_beauty_sensitive-skin.md,自覚割合53.4%／約6割／20代約7割の各出所（調査主体・調査年・標本数）。,jr_012,,,
077,health,077_health_swelling.md,「必要な水分まで控えることは勧められていない」という記述の公的な裏付け（e-ヘルスネット等の該当ページ）。,jr_012,,,
077,health,077_health_swelling.md,「朝になっても引かない」を受診の目安とする基準の出典。,jr_012,,,
077,health,077_health_swelling.md,受診の目安の三分類（片脚だけ＝血栓・静脈／リンパ、両脚＋息苦しさ＝心臓、顔・全身＝腎臓）を学会資料・公的資料で確認すること。記事自体が【要検証】としている。,jr_012,,,
078,trend,078_trend_best-before.md,令和6年度推計における家庭系／事業系の比率と、2030年度目標（第2次基本方針で事業系は60%削減に引き上げ、家庭系は50%削減を維持）に対する達成状況。事業系は当初目標273万トンを令和4年度に8年前倒しで達成済みのため、「2030年度の削減目標には届いていません」という一括表現は、どの目標を指すか明示したほうがよい。,jr_012,,,
078,trend,078_trend_best-before.md,消費者庁『食品の期限表示制度の変遷等』（資料４、令和6年5月）PDF URLの実在（検索結果に同名資料の存在は確認できたが、URL文字列の一致は未確認）。,jr_012,,,
080,wisdom,080_wisdom_earthquake-preparation.md,"""at least 3 litres of drinking water per person per day"" and ""at least 3 days, ideally a week"" — the official guidance wording and which agency publishes it (Cabinet Office / 首相官邸 / 政府広報). Not verified.",jr_012,,,
080,wisdom,080_wisdom_earthquake-preparation.md,Misunderstanding 2: that Japanese authorities advise protecting your head and staying put until shaking stops rather than running outside. Plausible but no source checked.,jr_012,,,
080,wisdom,080_wisdom_earthquake-preparation.md,https://www.bousai.go.jp/ is given as a bare top-level URL and does not point at any specific page supporting the text.,jr_012,,,
081,beauty,081_beauty_morning-skincare-order.md,SPF・PA測定時の塗布量2mg/cm²、および顔全体で0.7〜0.9gという目安の一次資料（ISO 24444／日本化粧品工業連合会の測定基準）。,jr_012,,,
081,beauty,081_beauty_morning-skincare-order.md,「朝の顔にあるのは主に自分の皮脂」「べたつかない日はぬるま湯だけも選択肢」という記述の公的・学会的裏付け。,jr_012,,,
081,beauty,081_beauty_morning-skincare-order.md,化粧品の効能の範囲が56項目であること（薬食発0721第1号、平成23年7月21日）の原文確認。,jr_012,,,
081,beauty,081_beauty_morning-skincare-order.md,環境省『紫外線環境保健マニュアル』のURL https://www.env.go.jp/chemi/uv/uv_manual.html の実在と、最新版（2020年版があるとされる）かどうか。,jr_012,,,
082,health,082_health_rainy-season.md,「5〜10hPa程度の気圧低下でも起きやすくなる」— 二次情報では5hPa・6〜10hPaといった数値が別々の研究に由来して流通しており、どの研究の数値かを特定できませんでした。原典を示すか、数値を落としてください。,jr_013,,,
082,health,082_health_rainy-season.md,「これまでの天気と頭痛に関する研究は小規模なものが多く、一貫した結果を示す研究は行われていなかった」— 共同研究のプレスリリース記載とほぼ一致しますが、論文原典は未確認。,jr_013,,,
083,trend,083_trend_use-by.md,表中の消費期限・賞味期限の定義文が、消費者庁『食品期限表示の設定のためのガイドライン』（令和7年3月）本文の文言と逐語で対応するか（go.jpのPDFに到達できず未照合）。年月・改正の事実、2008年（平成20年）の「5日」区分解消、出典3本のURLは検索結果で裏づけ確認済み。,jr_013,,,
085,wisdom,085_wisdom_the-genkan.md,「Picture scrolls from the Heian period already show footwear being removed」— Web Japan（外務省）Kids Web Japanの当該ページに同趣旨の記述があることは確認。ただし具体的な絵巻名・年代の一次典拠は未確認。,jr_013,,,
086,beauty,086_beauty_night-skincare-order.md,「1日4回は洗いすぎ」— 1日2回と4回を比較した研究の存在は二次情報で言及されるが、ガイドライン本文・原論文を確認できず。,jr_013,,,
086,beauty,086_beauty_night-skincare-order.md,油分による「経表皮水分蒸散を抑える」の記述と、SCCJ用語集URL（glossary_detail/487）の対応。,jr_013,,,
087,health,087_health_summer-fatigue.md,"「57.1%が65歳以上」— 二次情報は「約57%」までしか確認できず、小数第1位まで未照合。発生場所「住居38.1%」と搬送人員100,510人（2025年5〜9月、2008年の統計開始以来初の10万人超）は確認済み。",jr_013,,,
087,health,087_health_summer-fatigue.md,環境省『熱中症環境保健マニュアル』の最新改訂年（出典URLはfull.pdfのみで版年の記載なし）。,jr_013,,,
087,health,087_health_summer-fatigue.md,表のI〜III度の症状列が『熱中症診療ガイドライン2024』本文の文言と対応するか（III度には血液凝固異常も含まれます）。,jr_013,,,
088,trend,088_trend_food-waste.md,「手前から取る」（てまえどり）が公的に呼びかけられている取り組みである旨。消費者庁・農水省の啓発として広く知られるが、一次資料での明示は未確認。,jr_014,,,
088,trend,088_trend_food-waste.md,消費者庁『食品ロス削減関係参考資料』（令和7年6月27日版）のURL（.../efforts/assets/consumer_education_cms201_250627_04.pdf）。検索では no-foodloss.caa.go.jp 配下の ..._250627_03.pdf が確認できたのみで、記載URLの実在とファイル番号を確認できず。令和6年度版（令和8年6月30日版）への差し替えも要検討。,jr_014,,,
090,wisdom,090_wisdom_tatami.md,JIS A 5902 が850 mm幅（団地間）を標準寸法区分として含むかどうか。確認できた区分は幅955/910/880 mm（95W・91W・88W）のみで、団地間は規格外の可能性がある。,jr_014,,,
090,wisdom,090_wisdom_tatami.md,MLIT住宅情報ページ https://www.mlit.go.jp/jutakukentiku/ が畳寸法に関する記述を含むか。不動産公正競争規約では1畳=1.62㎡以上とされるが、本文の根拠としての対応関係を確認できず。,jr_014,,,
090,wisdom,090_wisdom_tatami.md,団地間が「post-1950s public housing」由来である旨（日本住宅公団の団地規格に由来するとされるが、一次資料未確認）。,jr_014,,,
091,beauty,091_beauty_makeup-removal-order.md,「W洗顔不要」表示の製品に関する記述。業界表示慣行であり、公的な定義・基準は確認できず。,jr_014,,,
091,beauty,091_beauty_makeup-removal-order.md,「目のまわりは皮膚が薄い」旨の数値的裏付け（眼瞼皮膚の厚さ）。一次資料未確認。,jr_014,,,
091,beauty,091_beauty_makeup-removal-order.md,国民生活センター（https://www.kokusen.go.jp/）がクレンジング・洗顔の順番について具体的な注意喚起を出しているか。出典として掲げられているが、本文のどの記述に対応するか不明。,jr_014,,,
